config,policy,plx,branch,feh_true,gi,seed,p_rgb,feh_est,feh_lo,feh_hi,correct
mixture_none,mixture,none,RGB,-2.5,1.031,36,0.4132,-2.38,-2.46,-2.24,0
mixture_none,mixture,none,RGB,-2.5,1.031,37,0.5162,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,RGB,-2.5,1.031,38,0.4916,-2.4,-2.48,-2.26,0
mixture_none,mixture,none,RGB,-2.5,1.031,39,0.4835,-2.28,-2.42,-2.12,0
mixture_none,mixture,none,RGB,-2.5,1.031,40,0.5825,-2.46,-2.5,-2.38,1
mixture_none,mixture,none,RGB,-2.5,1.031,41,0.4959,-2.38,-2.48,-2.24,0
mixture_none,mixture,none,RGB,-2.5,1.031,42,0.5676,-2.44,-2.5,-2.36,1
mixture_none,mixture,none,RGB,-2.5,1.031,43,0.464,-1.98,-2.16,-1.8,0
mixture_none,mixture,none,RGB,-2.5,1.031,44,0.4648,-2.42,-2.48,-2.3,0
mixture_none,mixture,none,RGB,-2.5,1.031,45,0.435,-2.32,-2.44,-2.16,0
mixture_none,mixture,none,RGB,-2.5,1.031,46,0.5013,-2.38,-2.46,-2.24,1
mixture_none,mixture,none,RGB,-2.5,1.031,47,0.428,-2.3,-2.44,-2.14,0
mixture_none,mixture,none,RGB,-2.5,1.031,48,0.5084,-2.38,-2.48,-2.24,1
mixture_none,mixture,none,RGB,-2.5,1.031,49,0.4531,-2.4,-2.48,-2.28,0
mixture_none,mixture,none,RGB,-2.5,1.031,50,0.4318,-2.26,-2.4,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.031,51,0.5639,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,RGB,-2.5,1.031,52,0.4714,-2.06,-2.24,-1.88,0
mixture_none,mixture,none,RGB,-2.5,1.031,53,0.504,-2.38,-2.48,-2.26,1
mixture_none,mixture,none,RGB,-2.5,1.031,54,0.4523,-2.36,-2.46,-2.22,0
mixture_none,mixture,none,RGB,-2.5,1.031,55,0.5071,-2.44,-2.5,-2.36,1
mixture_none,mixture,none,RGB,-2.5,1.031,56,0.4811,-2.42,-2.48,-2.32,0
mixture_none,mixture,none,RGB,-2.5,1.031,57,0.4619,-2.3,-2.44,-2.14,0
mixture_none,mixture,none,RGB,-2.5,1.031,58,0.5762,-2.4,-2.48,-2.28,1
mixture_none,mixture,none,RGB,-2.5,1.031,59,0.5537,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.031,0,0.5217,-2.42,-2.48,-2.32,0
mixture_none,mixture,none,MS,-2.5,1.031,1,0.5803,-2.46,-2.5,-2.38,0
mixture_none,mixture,none,MS,-2.5,1.031,2,0.5184,-2.3,-2.42,-2.12,0
mixture_none,mixture,none,MS,-2.5,1.031,3,0.5384,-2.38,-2.46,-2.24,0
mixture_none,mixture,none,MS,-2.5,1.031,4,0.4782,-2.36,-2.46,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.031,5,0.4747,-2.4,-2.48,-2.28,1
mixture_none,mixture,none,MS,-2.5,1.031,6,0.5594,-2.44,-2.48,-2.32,0
mixture_none,mixture,none,MS,-2.5,1.031,7,0.557,-2.36,-2.46,-2.22,0
mixture_none,mixture,none,MS,-2.5,1.031,8,0.4276,-2.22,-2.38,-2.06,1
mixture_none,mixture,none,MS,-2.5,1.031,9,0.5189,-2.36,-2.46,-2.22,0
mixture_none,mixture,none,MS,-2.5,1.031,10,0.4671,-2.24,-2.38,-2.06,1
mixture_none,mixture,none,MS,-2.5,1.031,11,0.4586,-2.26,-2.4,-2.08,1
mixture_none,mixture,none,MS,-2.5,1.031,12,0.4618,-1.98,-2.16,-1.8,1
mixture_none,mixture,none,MS,-2.5,1.031,13,0.4572,-2.28,-2.42,-2.12,1
mixture_none,mixture,none,MS,-2.5,1.031,14,0.4541,-2.18,-2.34,-2.0,1
mixture_none,mixture,none,MS,-2.5,1.031,15,0.4861,-2.34,-2.46,-2.18,1
mixture_none,mixture,none,MS,-2.5,1.031,16,0.5578,-2.42,-2.48,-2.32,0
mixture_none,mixture,none,MS,-2.5,1.031,17,0.4931,-2.3,-2.42,-2.14,1
mixture_none,mixture,none,MS,-2.5,1.031,18,0.4746,-2.1,-2.28,-1.92,1
mixture_none,mixture,none,MS,-2.5,1.031,19,0.4783,-2.32,-2.44,-2.16,1
mixture_none,mixture,none,MS,-2.5,1.031,20,0.5001,-2.36,-2.46,-2.2,0
mixture_none,mixture,none,MS,-2.5,1.031,21,0.423,-2.32,-2.44,-2.16,1
mixture_none,mixture,none,MS,-2.5,1.031,22,0.4325,-2.4,-2.48,-2.28,1
mixture_none,mixture,none,MS,-2.5,1.031,23,0.4745,-2.46,-2.5,-2.38,1
mixture_none,mixture,none,MS,-2.5,1.031,24,0.4953,-2.38,-2.46,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.031,25,0.4596,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.031,26,0.4745,-2.38,-2.46,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.031,27,0.459,-2.24,-2.4,-2.06,1
mixture_none,mixture,none,MS,-2.5,1.031,28,0.4351,-2.36,-2.46,-2.2,1
mixture_none,mixture,none,MS,-2.5,1.031,29,0.446,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.031,30,0.4564,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.031,31,0.473,-2.44,-2.48,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.031,32,0.5178,-2.44,-2.5,-2.34,0
mixture_none,mixture,none,MS,-2.5,1.031,33,0.4623,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.031,34,0.4877,-2.38,-2.46,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.031,35,0.5133,-2.42,-2.48,-2.3,0
mixture_none,mixture,none,MS,-2.5,1.031,36,0.5095,-2.4,-2.48,-2.26,0
mixture_none,mixture,none,MS,-2.5,1.031,37,0.469,-2.36,-2.46,-2.22,1
mixture_none,mixture,none,MS,-2.5,1.031,38,0.5433,-2.44,-2.5,-2.36,0
mixture_none,mixture,none,MS,-2.5,1.031,39,0.533,-2.44,-2.5,-2.36,0
mixture_none,mixture,none,MS,-2.5,1.031,40,0.4742,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.031,41,0.5618,-2.42,-2.48,-2.32,0
mixture_none,mixture,none,MS,-2.5,1.031,42,0.4791,-2.22,-2.38,-2.06,1
mixture_none,mixture,none,MS,-2.5,1.031,43,0.4455,-2.26,-2.4,-2.1,1
mixture_none,mixture,none,MS,-2.5,1.031,44,0.4883,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.031,45,0.595,-2.46,-2.5,-2.38,0
mixture_none,mixture,none,MS,-2.5,1.031,46,0.468,-2.1,-2.28,-1.94,1
mixture_none,mixture,none,MS,-2.5,1.031,47,0.4221,-2.26,-2.4,-2.08,1
mixture_none,mixture,none,MS,-2.5,1.031,48,0.4873,-2.34,-2.46,-2.18,1
mixture_none,mixture,none,MS,-2.5,1.031,49,0.3066,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.031,50,0.4814,-2.2,-2.36,-2.02,1
mixture_none,mixture,none,MS,-2.5,1.031,51,0.4791,-2.46,-2.5,-2.38,1
mixture_none,mixture,none,MS,-2.5,1.031,52,0.5463,-2.42,-2.48,-2.32,0
mixture_none,mixture,none,MS,-2.5,1.031,53,0.4141,-2.46,-2.5,-2.4,1
mixture_none,mixture,none,MS,-2.5,1.031,54,0.4701,-2.02,-2.18,-1.84,1
mixture_none,mixture,none,MS,-2.5,1.031,55,0.5064,-2.32,-2.44,-2.16,0
mixture_none,mixture,none,MS,-2.5,1.031,56,0.5229,-2.46,-2.5,-2.38,0
mixture_none,mixture,none,MS,-2.5,1.031,57,0.4995,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.031,58,0.4068,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.031,59,0.4688,-1.96,-2.14,-1.78,1
mixture_none,mixture,none,RGB,-2.5,1.113,0,0.4707,-2.22,-2.38,-2.04,0
mixture_none,mixture,none,RGB,-2.5,1.113,1,0.3364,-2.28,-2.42,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.113,2,0.3876,-2.36,-2.46,-2.22,0
mixture_none,mixture,none,RGB,-2.5,1.113,3,0.2017,-2.4,-2.48,-2.28,0
mixture_none,mixture,none,RGB,-2.5,1.113,4,0.3942,-2.24,-2.4,-2.06,0
mixture_none,mixture,none,RGB,-2.5,1.113,5,0.4422,-2.1,-2.28,-1.92,0
mixture_none,mixture,none,RGB,-2.5,1.113,6,0.4441,-2.28,-2.42,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.113,7,0.1932,-2.3,-2.44,-2.12,0
mixture_none,mixture,none,RGB,-2.5,1.113,8,0.3405,-2.28,-2.42,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.113,9,0.485,-2.14,-2.32,-1.94,0
mixture_none,mixture,none,RGB,-2.5,1.113,10,0.4049,-2.34,-2.46,-2.18,0
mixture_none,mixture,none,RGB,-2.5,1.113,11,0.4523,-2.12,-2.3,-1.92,0
mixture_none,mixture,none,RGB,-2.5,1.113,12,0.4268,-2.4,-2.48,-2.26,0
mixture_none,mixture,none,RGB,-2.5,1.113,13,0.3938,-2.26,-2.42,-2.08,0
mixture_none,mixture,none,RGB,-2.5,1.113,14,0.3756,-2.4,-2.48,-2.26,0
mixture_none,mixture,none,RGB,-2.5,1.113,15,0.2796,-2.36,-2.46,-2.22,0
mixture_none,mixture,none,RGB,-2.5,1.113,16,0.4074,-2.2,-2.36,-2.02,0
mixture_none,mixture,none,RGB,-2.5,1.113,17,0.1006,-2.46,-2.5,-2.36,0
mixture_none,mixture,none,RGB,-2.5,1.113,18,0.4261,-2.32,-2.44,-2.16,0
mixture_none,mixture,none,RGB,-2.5,1.113,19,0.4824,-2.18,-2.36,-1.98,0
mixture_none,mixture,none,RGB,-2.5,1.113,20,0.4466,-2.34,-2.46,-2.18,0
mixture_none,mixture,none,RGB,-2.5,1.113,21,0.3077,-2.34,-2.46,-2.16,0
mixture_none,mixture,none,RGB,-2.5,1.113,22,0.185,-2.46,-2.5,-2.38,0
mixture_none,mixture,none,RGB,-2.5,1.113,23,0.2742,-2.36,-2.46,-2.2,0
mixture_none,mixture,none,RGB,-2.5,1.113,24,0.4376,-2.26,-2.42,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.113,25,0.3612,-2.34,-2.46,-2.18,0
mixture_none,mixture,none,RGB,-2.5,1.113,26,0.4349,-2.22,-2.38,-2.04,0
mixture_none,mixture,none,RGB,-2.5,1.113,27,0.4254,-2.14,-2.32,-1.96,0
mixture_none,mixture,none,RGB,-2.5,1.113,28,0.2867,-2.26,-2.42,-2.08,0
mixture_none,mixture,none,RGB,-2.5,1.113,29,0.3519,-2.38,-2.48,-2.24,0
mixture_none,mixture,none,RGB,-2.5,1.113,30,0.3415,-2.16,-2.34,-1.98,0
mixture_none,mixture,none,RGB,-2.5,1.113,31,0.4102,-2.14,-2.32,-1.96,0
mixture_none,mixture,none,RGB,-2.5,1.113,32,0.1256,-2.42,-2.48,-2.3,0
mixture_none,mixture,none,RGB,-2.5,1.113,33,0.4933,-2.38,-2.48,-2.24,0
mixture_none,mixture,none,RGB,-2.5,1.113,34,0.3701,-2.38,-2.48,-2.24,0
mixture_none,mixture,none,RGB,-2.5,1.113,35,0.3634,-2.34,-2.46,-2.18,0
mixture_none,mixture,none,RGB,-2.5,1.113,36,0.3948,-2.28,-2.42,-2.12,0
mixture_none,mixture,none,RGB,-2.5,1.113,37,0.0929,-2.48,-2.5,-2.42,0
mixture_none,mixture,none,RGB,-2.5,1.113,38,0.4531,-2.34,-2.46,-2.18,0
mixture_none,mixture,none,RGB,-2.5,1.113,39,0.385,-2.36,-2.46,-2.22,0
mixture_none,mixture,none,RGB,-2.5,1.113,40,0.1992,-2.44,-2.5,-2.34,0
mixture_none,mixture,none,RGB,-2.5,1.113,41,0.3848,-2.38,-2.46,-2.24,0
mixture_none,mixture,none,RGB,-2.5,1.113,42,0.4223,-2.24,-2.4,-2.04,0
mixture_none,mixture,none,RGB,-2.5,1.113,43,0.1245,-2.42,-2.48,-2.3,0
mixture_none,mixture,none,RGB,-2.5,1.113,44,0.5069,-2.22,-2.38,-2.02,1
mixture_none,mixture,none,RGB,-2.5,1.113,45,0.3099,-2.4,-2.48,-2.28,0
mixture_none,mixture,none,RGB,-2.5,1.113,46,0.5093,-2.26,-2.4,-2.08,1
mixture_none,mixture,none,RGB,-2.5,1.113,47,0.3664,-2.18,-2.36,-2.0,0
mixture_none,mixture,none,RGB,-2.5,1.113,48,0.4021,-2.46,-2.5,-2.38,0
mixture_none,mixture,none,RGB,-2.5,1.113,49,0.4374,-2.18,-2.36,-2.0,0
mixture_none,mixture,none,RGB,-2.5,1.113,50,0.4054,-2.4,-2.48,-2.26,0
mixture_none,mixture,none,RGB,-2.5,1.113,51,0.2753,-2.4,-2.48,-2.26,0
mixture_none,mixture,none,RGB,-2.5,1.113,52,0.259,-2.38,-2.48,-2.26,0
mixture_none,mixture,none,RGB,-2.5,1.113,53,0.5064,-2.18,-2.36,-2.0,1
mixture_none,mixture,none,RGB,-2.5,1.113,54,0.459,-2.1,-2.28,-1.9,0
mixture_none,mixture,none,RGB,-2.5,1.113,55,0.4984,-2.42,-2.48,-2.28,0
mixture_none,mixture,none,RGB,-2.5,1.113,56,0.3519,-2.32,-2.46,-2.14,0
mixture_none,mixture,none,RGB,-2.5,1.113,57,0.4072,-2.4,-2.48,-2.28,0
mixture_none,mixture,none,RGB,-2.5,1.113,58,0.4354,-2.34,-2.46,-2.18,0
mixture_none,mixture,none,RGB,-2.5,1.113,59,0.4572,-2.38,-2.48,-2.24,0
mixture_none,mixture,none,MS,-2.5,1.113,0,0.3732,-2.4,-2.48,-2.28,1
mixture_none,mixture,none,MS,-2.5,1.113,1,0.3912,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.113,2,0.314,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.113,3,0.2594,-2.36,-2.46,-2.2,1
mixture_none,mixture,none,MS,-2.5,1.113,4,0.3847,-2.38,-2.48,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.113,5,0.3147,-2.46,-2.5,-2.38,1
mixture_none,mixture,none,MS,-2.5,1.113,6,0.2831,-2.38,-2.48,-2.22,1
mixture_none,mixture,none,MS,-2.5,1.113,7,0.2966,-2.4,-2.48,-2.28,1
mixture_none,mixture,none,MS,-2.5,1.113,8,0.4022,-2.3,-2.44,-2.12,1
mixture_none,mixture,none,MS,-2.5,1.113,9,0.4119,-2.36,-2.46,-2.22,1
mixture_none,mixture,none,MS,-2.5,1.113,10,0.4815,-2.24,-2.4,-2.06,1
mixture_none,mixture,none,MS,-2.5,1.113,11,0.1816,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.113,12,0.4751,-2.24,-2.4,-2.06,1
mixture_none,mixture,none,MS,-2.5,1.113,13,0.3763,-2.34,-2.46,-2.2,1
mixture_none,mixture,none,MS,-2.5,1.113,14,0.3347,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.113,15,0.2014,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.113,16,0.3575,-2.4,-2.48,-2.28,1
mixture_none,mixture,none,MS,-2.5,1.113,17,0.3566,-2.34,-2.46,-2.2,1
mixture_none,mixture,none,MS,-2.5,1.113,18,0.2111,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.113,19,0.1905,-2.44,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.113,20,0.4171,-2.2,-2.38,-2.0,1
mixture_none,mixture,none,MS,-2.5,1.113,21,0.1383,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.113,22,0.4087,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.113,23,0.2686,-2.38,-2.48,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.113,24,0.4335,-2.38,-2.48,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.113,25,0.4955,-2.38,-2.48,-2.26,1
mixture_none,mixture,none,MS,-2.5,1.113,26,0.1181,-2.44,-2.5,-2.36,1
mixture_none,mixture,none,MS,-2.5,1.113,27,0.3268,-2.44,-2.5,-2.36,1
mixture_none,mixture,none,MS,-2.5,1.113,28,0.4594,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.113,29,0.244,-2.4,-2.48,-2.26,1
mixture_none,mixture,none,MS,-2.5,1.113,30,0.4457,-2.3,-2.44,-2.12,1
mixture_none,mixture,none,MS,-2.5,1.113,31,0.4589,-2.36,-2.46,-2.2,1
mixture_none,mixture,none,MS,-2.5,1.113,32,0.2966,-2.36,-2.46,-2.2,1
mixture_none,mixture,none,MS,-2.5,1.113,33,0.339,-2.38,-2.48,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.113,34,0.1162,-2.46,-2.5,-2.38,1
mixture_none,mixture,none,MS,-2.5,1.113,35,0.3088,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.113,36,0.2356,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.113,37,0.2551,-2.4,-2.48,-2.26,1
mixture_none,mixture,none,MS,-2.5,1.113,38,0.3989,-2.34,-2.46,-2.18,1
mixture_none,mixture,none,MS,-2.5,1.113,39,0.1257,-2.46,-2.5,-2.4,1
mixture_none,mixture,none,MS,-2.5,1.113,40,0.2531,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.113,41,0.275,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.113,42,0.1442,-2.46,-2.5,-2.4,1
mixture_none,mixture,none,MS,-2.5,1.113,43,0.1611,-2.46,-2.5,-2.38,1
mixture_none,mixture,none,MS,-2.5,1.113,44,0.4055,-2.32,-2.44,-2.16,1
mixture_none,mixture,none,MS,-2.5,1.113,45,0.3898,-2.44,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.113,46,0.3789,-2.3,-2.44,-2.14,1
mixture_none,mixture,none,MS,-2.5,1.113,47,0.3491,-2.38,-2.46,-2.22,1
mixture_none,mixture,none,MS,-2.5,1.113,48,0.2701,-2.36,-2.46,-2.22,1
mixture_none,mixture,none,MS,-2.5,1.113,49,0.3059,-2.34,-2.46,-2.18,1
mixture_none,mixture,none,MS,-2.5,1.113,50,0.401,-2.28,-2.42,-2.1,1
mixture_none,mixture,none,MS,-2.5,1.113,51,0.2166,-2.4,-2.48,-2.28,1
mixture_none,mixture,none,MS,-2.5,1.113,52,0.1447,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.113,53,0.4474,-2.36,-2.46,-2.22,1
mixture_none,mixture,none,MS,-2.5,1.113,54,0.3096,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.113,55,0.4545,-2.3,-2.42,-2.12,1
mixture_none,mixture,none,MS,-2.5,1.113,56,0.2039,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.113,57,0.3308,-2.38,-2.46,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.113,58,0.3316,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.113,59,0.3118,-2.34,-2.46,-2.2,1
mixture_none,mixture,none,RGB,-2.5,1.195,0,0.3324,-2.12,-2.34,-1.88,0
mixture_none,mixture,none,RGB,-2.5,1.195,1,0.4295,-2.16,-2.38,-1.92,0
mixture_none,mixture,none,RGB,-2.5,1.195,2,0.3006,-2.2,-2.4,-1.98,0
mixture_none,mixture,none,RGB,-2.5,1.195,3,0.3214,-2.02,-2.28,-1.78,0
mixture_none,mixture,none,RGB,-2.5,1.195,4,0.0548,-2.38,-2.48,-2.24,0
mixture_none,mixture,none,RGB,-2.5,1.195,5,0.1199,-2.36,-2.48,-2.2,0
mixture_none,mixture,none,RGB,-2.5,1.195,6,0.1247,-2.3,-2.44,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.195,7,0.1741,-2.34,-2.46,-2.16,0
mixture_none,mixture,none,RGB,-2.5,1.195,8,0.2713,-2.22,-2.42,-2.0,0
mixture_none,mixture,none,RGB,-2.5,1.195,9,0.0689,-2.36,-2.48,-2.2,0
mixture_none,mixture,none,RGB,-2.5,1.195,10,0.464,-2.04,-2.28,-1.8,0
mixture_none,mixture,none,RGB,-2.5,1.195,11,0.3929,-1.96,-2.24,-1.7,0
mixture_none,mixture,none,RGB,-2.5,1.195,12,0.1985,-2.26,-2.42,-2.06,0
mixture_none,mixture,none,RGB,-2.5,1.195,13,0.1085,-2.3,-2.44,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.195,14,0.3273,-2.22,-2.4,-2.0,0
mixture_none,mixture,none,RGB,-2.5,1.195,15,0.1961,-2.34,-2.46,-2.14,0
mixture_none,mixture,none,RGB,-2.5,1.195,16,0.1361,-2.26,-2.44,-2.06,0
mixture_none,mixture,none,RGB,-2.5,1.195,17,0.4788,-2.18,-2.38,-1.92,0
mixture_none,mixture,none,RGB,-2.5,1.195,18,0.202,-2.32,-2.46,-2.14,0
mixture_none,mixture,none,RGB,-2.5,1.195,19,0.1582,-2.34,-2.46,-2.14,0
mixture_none,mixture,none,RGB,-2.5,1.195,20,0.3694,-2.08,-2.36,-1.8,0
mixture_none,mixture,none,RGB,-2.5,1.195,21,0.412,-1.98,-2.28,-1.7,0
mixture_none,mixture,none,RGB,-2.5,1.195,22,0.3735,-2.22,-2.42,-1.96,0
mixture_none,mixture,none,RGB,-2.5,1.195,23,0.1782,-2.3,-2.44,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.195,24,0.1433,-2.24,-2.42,-2.04,0
mixture_none,mixture,none,RGB,-2.5,1.195,25,0.2518,-2.22,-2.4,-2.0,0
mixture_none,mixture,none,RGB,-2.5,1.195,26,0.1322,-2.28,-2.44,-2.08,0
mixture_none,mixture,none,RGB,-2.5,1.195,27,0.3337,-2.24,-2.42,-2.02,0
mixture_none,mixture,none,RGB,-2.5,1.195,28,0.2809,-2.18,-2.4,-1.94,0
mixture_none,mixture,none,RGB,-2.5,1.195,29,0.4548,-2.18,-2.4,-1.88,0
mixture_none,mixture,none,RGB,-2.5,1.195,30,0.2949,-2.12,-2.36,-1.88,0
mixture_none,mixture,none,RGB,-2.5,1.195,31,0.0121,-2.42,-2.48,-2.28,0
mixture_none,mixture,none,RGB,-2.5,1.195,32,0.3688,-2.26,-2.42,-2.04,0
mixture_none,mixture,none,RGB,-2.5,1.195,33,0.1636,-2.34,-2.46,-2.16,0
mixture_none,mixture,none,RGB,-2.5,1.195,34,0.0666,-2.38,-2.48,-2.2,0
mixture_none,mixture,none,RGB,-2.5,1.195,35,0.4641,-2.04,-2.28,-1.78,0
mixture_none,mixture,none,RGB,-2.5,1.195,36,0.1767,-2.26,-2.44,-2.06,0
mixture_none,mixture,none,RGB,-2.5,1.195,37,0.3193,-2.14,-2.38,-1.9,0
mixture_none,mixture,none,RGB,-2.5,1.195,38,0.2323,-2.28,-2.44,-2.06,0
mixture_none,mixture,none,RGB,-2.5,1.195,39,0.1708,-2.28,-2.44,-2.08,0
mixture_none,mixture,none,RGB,-2.5,1.195,40,0.4334,-2.08,-2.3,-1.84,0
mixture_none,mixture,none,RGB,-2.5,1.195,41,0.3906,-2.14,-2.36,-1.9,0
mixture_none,mixture,none,RGB,-2.5,1.195,42,0.3487,-2.26,-2.42,-2.06,0
mixture_none,mixture,none,RGB,-2.5,1.195,43,0.4335,-1.84,-2.1,-1.6,0
mixture_none,mixture,none,RGB,-2.5,1.195,44,0.132,-2.3,-2.46,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.195,45,0.4128,-2.08,-2.32,-1.82,0
mixture_none,mixture,none,RGB,-2.5,1.195,46,0.2301,-2.3,-2.46,-2.1,0
mixture_none,mixture,none,RGB,-2.5,1.195,47,0.3842,-2.18,-2.38,-1.94,0
mixture_none,mixture,none,RGB,-2.5,1.195,48,0.1805,-2.32,-2.46,-2.12,0
mixture_none,mixture,none,RGB,-2.5,1.195,49,0.1297,-2.36,-2.46,-2.18,0
mixture_none,mixture,none,RGB,-2.5,1.195,50,0.2219,-2.3,-2.44,-2.08,0
mixture_none,mixture,none,RGB,-2.5,1.195,51,0.1185,-2.34,-2.46,-2.14,0
mixture_none,mixture,none,RGB,-2.5,1.195,52,0.355,-2.1,-2.34,-1.86,0
mixture_none,mixture,none,RGB,-2.5,1.195,53,0.1538,-2.32,-2.46,-2.14,0
mixture_none,mixture,none,RGB,-2.5,1.195,54,0.3725,-2.02,-2.32,-1.74,0
mixture_none,mixture,none,RGB,-2.5,1.195,55,0.4485,-2.0,-2.24,-1.74,0
mixture_none,mixture,none,RGB,-2.5,1.195,56,0.34,-2.24,-2.42,-2.02,0
mixture_none,mixture,none,RGB,-2.5,1.195,57,0.0415,-2.4,-2.48,-2.24,0
mixture_none,mixture,none,RGB,-2.5,1.195,58,0.4398,-2.1,-2.34,-1.82,0
mixture_none,mixture,none,RGB,-2.5,1.195,59,0.1407,-2.32,-2.46,-2.12,0
mixture_none,mixture,none,MS,-2.5,1.195,0,0.1577,-2.36,-2.46,-2.2,1
mixture_none,mixture,none,MS,-2.5,1.195,1,0.1505,-2.38,-2.48,-2.22,1
mixture_none,mixture,none,MS,-2.5,1.195,2,0.0981,-2.38,-2.48,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.195,3,0.1968,-2.34,-2.46,-2.16,1
mixture_none,mixture,none,MS,-2.5,1.195,4,0.0471,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.195,5,0.0937,-2.42,-2.48,-2.3,1
mixture_none,mixture,none,MS,-2.5,1.195,6,0.1313,-2.34,-2.46,-2.18,1
mixture_none,mixture,none,MS,-2.5,1.195,7,0.33,-2.34,-2.46,-2.14,1
mixture_none,mixture,none,MS,-2.5,1.195,8,0.1746,-2.34,-2.46,-2.16,1
mixture_none,mixture,none,MS,-2.5,1.195,9,0.2202,-2.3,-2.44,-2.12,1
mixture_none,mixture,none,MS,-2.5,1.195,10,0.0157,-2.44,-2.5,-2.34,1
mixture_none,mixture,none,MS,-2.5,1.195,11,0.0359,-2.44,-2.5,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.195,12,0.348,-2.14,-2.34,-1.92,1
mixture_none,mixture,none,MS,-2.5,1.195,13,0.3527,-2.26,-2.42,-2.06,1
mixture_none,mixture,none,MS,-2.5,1.195,14,0.1178,-2.36,-2.46,-2.18,1
mixture_none,mixture,none,MS,-2.5,1.195,15,0.3091,-2.32,-2.46,-2.14,1
mixture_none,mixture,none,MS,-2.5,1.195,16,0.3351,-2.28,-2.44,-2.08,1
mixture_none,mixture,none,MS,-2.5,1.195,17,0.1751,-2.38,-2.48,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.195,18,0.2109,-2.36,-2.46,-2.18,1
mixture_none,mixture,none,MS,-2.5,1.195,19,0.1252,-2.4,-2.48,-2.24,1
mixture_none,mixture,none,MS,-2.5,1.195,20,0.031,-2.42,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.195,21,0.0161,-2.44,-2.48,-2.32,1
mixture_none,mixture,none,MS,-2.5,1.195,22,0.05,-2.38,-2.48,-2.22,1
mixture_none,mixture,none,MS,-2.5,1.195,23,0.1274,-2.34,-2.46,-2.16,1
