config,policy,plx,branch,feh_true,gi,seed,p_rgb,feh_est,feh_lo,feh_hi,correct
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,24,1.0,-2.5,nan,nan,0
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,25,0.0,-2.02,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,26,0.0,-2.14,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,27,0.0,-1.78,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,28,0.0,-2.22,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,29,0.0,-1.76,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,30,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,31,0.0,-1.68,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,32,0.0,-2.3,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,33,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,34,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,35,1.0,-2.44,nan,nan,0
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,36,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,37,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,38,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,39,0.0,-2.48,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,40,0.0,-2.32,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,41,0.0,-1.96,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,42,1.0,-2.36,nan,nan,0
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,43,0.0,-2.1,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,44,1.0,-2.46,nan,nan,0
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,45,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,46,0.0,-1.64,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,47,1.0,-2.38,nan,nan,0
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,48,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,49,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,50,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,51,1.0,-2.44,nan,nan,0
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,52,0.0,-2.28,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,53,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,54,0.0,-2.34,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,55,0.0,-2.3,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,56,0.0,-2.32,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,57,0.0,-2.24,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,58,0.0,-1.94,nan,nan,1
magic-hard_p50,magic-hard,p50,MS,-2.5,0.455,59,0.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,0,1.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,1,1.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,2,1.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,3,1.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,4,1.0,-2.18,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,5,1.0,-2.04,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,6,1.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,7,1.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,8,1.0,-2.28,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,9,1.0,-2.5,nan,nan,1
magic-hard_p50,magic-hard,p50,RGB,-2.5,0.537,10,1.0,-2.36,nan,nan,1
